State,District,Kind_of_Data,Type_of_initative,Dropdown_list,Tabs (Govt./Others),Card Title,Card Description,Helpline_numbers,Link,Eligibilty (if any),Documents Required (if any),Duration,Any other relevant details,Source links for PDFs
Kerala,Kannur,District,Food View,Others,Govt.,Covid Care Kerala: Mobile app for various Covid 19 related help/services,For counseling; geo tagging of affected patients; for food and essentials supply for migrant labourers; for deaddiction help,,https://play.google.com/store/apps/details?id=org.nic.covidcarekannur&hl=en_IN,,,,Initiative of District Collector; Kannur.Features: Counselling Service for the Quarantined persons or Covid 19 Affected patients.Food and grocery supply contacts for the Migrant Workers DeAddition Contacts Geotagging of Quarantined persons   ,https://kannur.nic.in/covid19/
Kerala,Kannur,District,Health View,Health: Others,Govt.,Covid Care Kerala: Mobile app for various Covid 19 related help/services,For counseling; geo tagging of affected patients; for food and essentials supply for migrant labourers; for deaddiction help,,https://play.google.com/store/apps/details?id=org.nic.covidcarekannur&hl=en_IN,,,,Initiative of District Collector; Kannur.Features: Counselling Service for the Quarantined persons or Covid 19 Affected patients.Food and grocery supply contacts for the Migrant WorkersDeAddition Contacts Geotagging of Quarantined persons     https://kannur.nic.in/covid19/          ,https://kannur.nic.in/covid19/
Kerala,Kannur,District,Others,,Govt.,Covid Care Kerala: Mobile app for various Covid 19 related help/services,For counseling; geo tagging of affected patients; for food and essentials supply for migrant labourers; for deaddiction help,,https://play.google.com/store/apps/details?id=org.nic.covidcarekannur&hl=en_IN,,,,Initiative of District Collector; Kannur.Features: Counselling Service for the Quarantined persons or Covid 19 Affected patients.Food and grocery supply contacts for the Migrant WorkersDeAddition ContactsGeotagging of Quarantined persons     https://kannur.nic.in/covid19/          ,https://kannur.nic.in/covid19/
Kerala,Kollam,District,Health View,Tele-consultation,Govt.,Mental health counselling helpline,For mental health issues during the lockdown,9447005161;9037762055; 9567042861; 8893431877,https://cdn.s3waas.gov.in/s39fc3d7152ba9336a670e36d0ed79bc43/uploads/2020/04/2020040498.pdf,,,8:00 AM  to 8:00 PM IST,,https://kollam.nic.in/covid-19/
Kerala,Kollam,District,Health View,Others,Govt.,Health Department Call Centres,,,https://cdn.s3waas.gov.in/s39fc3d7152ba9336a670e36d0ed79bc43/uploads/2020/04/2020040498.pdf,,,08.00 AM TO 08.00 PM,,https://kollam.nic.in/covid-19/
Kerala,Kottayam,District,Health View,Others,Govt.,List of govt hospitals and contact numbers,Hospitals in the district and their contact numbers in the link,,https://kottayam.nic.in/public-utility-category/hospitals/,,,,,
Kerala,Kozhikode,District,Others,,Govt.,Covid 19 Information Dashboard,For surveillance; welfare measures and pass and permits information are provided.,,https://covid19jagratha.kerala.nic.in/home/addSurveillanceDashboard?distId=8,,,,,
Kerala,Kozhikode,District,E-Pass View,,Govt.,Travel E-Pass,Link for applying for travel pass - related to health emergencies,,https://covid19jagratha.kerala.nic.in/home/addMedicalEmergencyPass,,,,,
Kerala,Malappuram,District,E-Pass View,,Govt.,Travel E-Pass,For applying for travel pass - related to health emergencies,,https://covid19jagratha.kerala.nic.in/home/addMedicalEmergencyPass,,,,,
Kerala,Wayanad,District,Food View,Hunger Helplines,Govt.,Free food,Free food by district administration,9446445581,https://wayanad.gov.in/help-line-numbers-24-x-7/,,,,,
Kerala,Wayanad,District,Health View,Tele-consultation,Govt.,Telemedicine helpline,,04936 203400,https://wayanad.gov.in/help-line-numbers-24-x-7/,,,,,
Odisha,ALL,State,Health View,Covid-19 Testing Centres,Govt.,Government Laboratory,Regional Medical Research center (Bhubaneswar); All India Institute of Medical Sciences (Bhubaneswar); SCB Medical College and Hospital (Cuttack); MKCG Medical college(Berhampur); Ispat General Hospital(Rourkela); Veer Surendra Sai Institute of Medical Science & Research (Sambalpur); Institute of life Science (Bhubaneswar),,https://www.icmr.gov.in,,,,,
Odisha,ALL,State,Health View,Covid-19 Testing Centres,Govt.,Private Laboratory,Dept of Lab Services Apollo Hospitals (Bhubaneswar),,https://www.icmr.gov.in,,,,,
Odisha,ALL,State,Health View,Isolation Centers,Govt.,Isolation Centers,Notification of covid 19 hospitals and isolation facilities,,https://health.odisha.gov.in/pdf/Notification-of-COVID19-Hospitals-Isolation-Facility-P-C-06-April-2020.pdf,,,,,https://health.odisha.gov.in/
Odisha,ALL,State,Health View,Tele-consultation,Govt.,District wise Telemedicine phone numbers,,,https://health.odisha.gov.in/pdf/District-wise-Telemedicine-phone-nos-28-04-2020.pdf,,,,,https://health.odisha.gov.in/
Odisha,ALL,State,Health View,Speciality Hospitals,Govt.,Covid 19 Hospitals,,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,ALL,State,Health View,Others,Govt.,Grievances regarding essential Health Services,,9439996555,https://health.odisha.gov.in/,,,,,
Odisha,ALL,State,E-pass View,,Govt.,E-Pass Service,,0674-2620200,https://covidpass.egovernments.org/requester-dashboard/register,,,,,
Odisha,Angul,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital,MCL Medical College; Talchar,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Balangir,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital - Private,KISS-KIIT Campus Hostel - Managed by KIMS,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Baleswar,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital - Private,Jyoti Hospital - Managed by AMRI,,https://www.google.com/url?sa=t&source=web&rct=j&url=https://health.odisha.gov.in/pdf/Notification-of-COVID19-Hospitals-Isolation-Facility-P-C-06-April-2020.pdf&ved=2ahUKEwjSsqHY5f3oAhUKWCsKHUHAAPYQFjACegQIBRAC&usg=AOvVaw2Doc2uDuVdz0BM4-bEOp86&cshid=1587619028446,,,,,https://health.odisha.gov.in/
Odisha,Bargarh,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital,MCH Building - Managed by Vikas Group,,https://www.google.com/url?sa=t&source=web&rct=j&url=https://health.odisha.gov.in/pdf/Notification-of-COVID19-Hospitals-Isolation-Facility-P-C-06-April-2020.pdf&ved=2ahUKEwjSsqHY5f3oAhUKWCsKHUHAAPYQFjACegQIBRAC&usg=AOvVaw2Doc2uDuVdz0BM4-bEOp86&cshid=1587619028446,,,,,https://health.odisha.gov.in/
Odisha,Bargarh,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital,MCH Building; Polytechnique,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Bhadrak,District,Food View,Food Delivery,Govt.,List of vendors permitted for home delivery of grocery items,Delivery of grocery items,,https://cdn.s3waas.gov.in/s385422afb467e9456013a2a51d4dff702/uploads/2020/03/2020032773.pdf,,,,,https://bhadrak.nic.in/NOVEL-CORONA/
Odisha,Boudh ,District,Health View,Others,Govt.,COVID-19 District Headquarter Hospital Helpline,,06841 222225;9439999648,https://cdn.s3waas.gov.in/s3bbcbff5c1f1ded46c25d28119a85c6c2/uploads/2020/04/2020041484.pdf,,,,,https://boudh.nic.in/
Odisha,Bhadrak,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital - Private,Salandi Hospital,,https://www.google.com/url?sa=t&source=web&rct=j&url=https://health.odisha.gov.in/pdf/Notification-of-COVID19-Hospitals-Isolation-Facility-P-C-06-April-2020.pdf&ved=2ahUKEwjSsqHY5f3oAhUKWCsKHUHAAPYQFjACegQIBRAC&usg=AOvVaw2Doc2uDuVdz0BM4-bEOp86&cshid=1587619028446,,,,,https://health.odisha.gov.in/
Odisha,Boudh ,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital,DHH (Old Jail Campus),,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Boudh ,District,Health View,Tele-consultation,Govt.,Tele consultation and telemedicine numbers at the district hospital,Whatsapp video and audio call available ,9938746554,https://boudh.nic.in/,,,,General Medicine; O&G; Eye speciality; Peadiatrics; Blood bank; Surgeory; Orthopeadics; ENT nubmers are provided.,
Odisha,Boudh,District,Health View,Tele-consultation,Govt.,Mobile Counselling service,For counselling services during lockdown,9938618085,https://cdn.s3waas.gov.in/s3bbcbff5c1f1ded46c25d28119a85c6c2/uploads/2020/04/2020041484.pdf,,,,,https://boudh.nic.in/
Odisha,Boudh ,District,Others,,Govt.,Registration portal for other state people stranded in Boudh,Only for registration. For information contact the Deputy Collector from (10.00 AM to 05.30 PM,9861142773,https://docs.google.com/forms/d/e/1FAIpQLSeDyv3RJcCrhVmhX2eMVnhhtwNjM97Fmv8wnI6zCNNaXn7lug/viewform,,,,,https://boudh.nic.in/
Odisha,Boudh ,District,Others,,Govt.,Registration form for people travelling to Boudh,Registration form for travellers from other districts/states/abroad,,https://docs.google.com/forms/d/e/1FAIpQLSeDyv3RJcCrhVmhX2eMVnhhtwNjM97Fmv8wnI6zCNNaXn7lug/viewform,,,,,https://boudh.nic.in/
Odisha,Boudh ,District,E-pass View,,Govt.,E-pass cell,,7751981349,https://cdn.s3waas.gov.in/s3bbcbff5c1f1ded46c25d28119a85c6c2/uploads/2020/04/2020041484.pdf,,,,,https://boudh.nic.in/
Odisha,Cuttack,District,Health View,Tele-consultation ,Govt.,Tele medicine services in Cuttack city,24*7 consultation available,0671-2428316,https://twitter.com/DCP_CUTTACK/status/1255085106831724544,,,,,
Odisha,Cuttack,District,Health View,Medicine Delivery,Others,Medicine delivery services in Cuttack city - through Whastapp,List of medical stores; contact numbers for home delivery; only whatsapp,,https://twitter.com/CMCCuttack/status/1249021136014172160/photo/2,,,,,
Odisha,Cuttack,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital,Ashwini hospital,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Debagarh,District,Others,,Govt.,Helpline for Deogarh natives stranded in other places,Whatsapp service,06641-226600  8895809855,https://twitter.com/Deogarhdistadmn/status/1243928121302077453,,,,,
Odisha,Debagarh,District,Health View,Others,Govt.,Medical control room - Covid 19,,06641-226428,https://twitter.com/Deogarhdistadmn/status/1243800049051561984,,,,,
Odisha,Debagarh,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital,Government polytechnic,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Dhenkanal,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital,Old DHH,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Gajapati,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital,CUTM Hostel,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Gajapati,District,Food View,Others,Govt.,Control/complaint number if vendors/retailers charge extra for essential items/groceries,Call for complaints/issues,06815 222100,https://cdn.s3waas.gov.in/s3c410003ef13d451727aeff9082c29a5c/uploads/2020/03/2020032977.pdf,,,,,https://gajapati.nic.in/novel-corona-covid-19/
Odisha,Ganjam,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital,Tata Medica,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Ganjam,District,Health View,Tele-consultation ,Govt.,HELPLINE NUMBERS FOR TELEPHONIS CONSULATION,For teleconsultation on different specialities,,https://cdn.s3waas.gov.in/s3496e05e1aea0a9c4655800e8a7b9ea28/uploads/2020/03/2020032841.jpg,,,,,https://ganjam.nic.in/novel-corona/
Odisha,Jagatsinghapur,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital,Biju Jatri Niwas; Pradeep,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Jajapur,District,E-pass View,,Govt.,Corona pass for vehicles,,100,https://jajpur.nic.in/,,,,,
Odisha,Jajapur,District,Health View,Speciality Hospitals,Others,Covid 19 Hospital,Tata hospital; Duburi,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Jharsuguda,District,Health View,Tele-consultation,Govt.,Tele medicine facility during lockdown,Numbers for various specialties available in the link; Whatsapp video and voice call facilities ,,https://jharsuguda.nic.in/tele-medicine-for-patients/,,,,Monday to Sunday 9:00 AM - 1:00 PM,
Odisha,Jharsuguda,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital,Old DHH,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Kalahandi,District,Health View,Tele-consultation,Govt.,Tele consultation at various departments,Whatsapp and Call facilities,,https://twitter.com/HealthKalahandi/status/1253595600861290498,,,,,
Odisha,Kalahandi,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital,Government Engg College,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Kalahandi,District,Food View,Ration,Govt.,Information on the beneficiaries of the free food programmes during lockdown,Lists of beneficiaries from various blocks; villages - including the sick; migrants; indigenous and destitute people,,https://kalahandi.nic.in/notice_category/announcements-and-advertisements/,,,,,
Odisha,Kalahandi,District,Food View,Others,Govt.,Feed the Poor - food packets for the needy,An initiative by the district administration.  To sponsor and volunteer call the number or register on the website,9556004404,http://degm.epizy.com/feedthepoor/?i=1,,,,,https://kalahandi.nic.in/
Odisha,Kandhamal,District,Others,,Govt.,District labour officer,Labour officer,7327046918 ;9437731901,https://kandhamal.nic.in/covid-19/,,,,,
Odisha,Kandhamal,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital,ANM Training Centre- Phulbani,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Kendrapara,District,Food View,Others,Govt.,Public food shelter,877 Hajari Bagicha; in front of Ideal Public School; Kendrapara,086580 00167,https://www.google.com/search?rlz=1C1CHBD_enIN873IN873&sxsrf=ALeKk03HTq1t3Vaaekzp3xBviiAK12CE1Q:1587562351168&q=public+food+shelters+odisha&npsic=0&rflfq=1&rlha=0&rllag=21850365;84400453;60625&tbm=lcl&ved=2ahUKEwj15f_PkvzoAhUk7HMBHf6iBxIQtgN6BAgLEAQ&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2&rldoc=1#rlfi=hd:;si:;mv:[[23.182680424324488;90.35316769687502];[17.384084911923782;78.24623410312502];null;[20.31052486052821;84.29970090000002];7],,,,,
Odisha,Kendrapara,District,Others,,Govt.,ASHU - District admin initiative for mask production/self employment,To participate in making and purchase call the numbers,7653094253;9853284503,https://twitter.com/dmkendrapara/status/1248271682386591749/photo/1,,,,,
Odisha,Kendrapara,District,Health View,Speciality Hospitals,Govt.,Covid 19 Hospital,Polytechnic Hostel; Chhata,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Kendrapara,District,Health View,Tele-consultation,Govt.,District helpline for mental health counselling,Call and Whatsapp - 24*7,8895645821,https://twitter.com/dmkendrapara/status/1244886183643156480/photo/1,,,,,
Odisha,Kendujhar,District,Health View,Speciality Hospitals,Govt.,Tata hospital; Joda,,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Kendujhar,District,Others,,Govt.,Technical query Email address ,technicalquery.convid19@gov.in,,https://kendujhar.nic.in/,,,,,
Odisha,Kendujhar,District,Health View,Isolation centers,Govt.,Anwesha hostel;Ranki,,,https://cdn.s3waas.gov.in/s3496e05e1aea0a9c4655800e8a7b9ea28/uploads/2020/04/2020042220.pdf,,,,,
Odisha,Khorda,District,Health View,Speciality Hospitals,Govt.,KIMS Medical College (Bhubaneswar) and SUM Hospital (Bhubaneswar),,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Koraput,District,Health View,Speciality Hospitals,Govt.,SDH Jeypore,,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Malkangiri,District,Health View,Tele-consultation,Govt.,Telemedicine helpline ,General OPD;Dentist;Pediatric;opthalmic;General medicine; ENT;Skin and VD,,https://malkangiri.nic.in/,,,8am to 12 noon; 4pm to 6 pm,,
Odisha,Malkangiri,District,Health View,Speciality Hospitals,Govt.,Old DHH; Malkangiri,,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Mayurbhanj,District,Health View,Speciality Hospitals,Govt.,KISS Campus; Baripada,,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Nabarangpur,District,Health View,Tele-consultation,Govt.,Tele-medicine facilty,,,https://cdn.s3waas.gov.in/s3605ff764c617d3cd28dbbdd72be8f9a2/uploads/2020/05/2020050552.jpg,,,,,https://nabarangpur.nic.in/
Odisha,Nabarangpur,District,Health View,Speciality Hospitals,Govt.,B ED College,,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Nayagarh,District,Health View,Speciality Hospitals,Govt.,Chandapur TB Hospital,,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Nayagarh,District,Others,,Govt.,Control room numbers for odia persons from Nayagarh stranded in other states,,,https://nayagarh.nic.in/control-room/,,,,,
Odisha,Nuapada,District,Health View,Others,Govt.,Hospital Emergency no.,,9439989530,https://nuapada.nic.in/,,,,,
Odisha,Nuapada,District,Others,,Govt.,Information covid,,,https://nuapada.nic.in/novel-coronavirus-covid-19/,,,,,
Odisha,Puri,District,Health View,Speciality Hospitals,Govt.,Government Ayurvedic College; Government Medical College;  IDH (Puri),,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Rayagada,District,Health View,Speciality Hospitals,Govt.,ESI Hospital,,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Sambalpur,District,Food View,Food Delivery,Govt.,List of grocery stores with contact details,,,https://cdn.s3waas.gov.in/s3371bce7dc83817b7893bcdeed13799b5/uploads/2020/04/2020040798.pdf,,,,,https://sambalpur.nic.in/novel-corona-covid-19/
Odisha,Sambalpur,District,Health View,Tele-consultation ,Govt.,Health consultation helpline,LIST OF DOCTORS OF SAMBALPUR DISTRICT,,https://cdn.s3waas.gov.in/s3371bce7dc83817b7893bcdeed13799b5/uploads/2020/04/2020040643.pdf,,,,,https://sambalpur.nic.in/novel-corona-covid-19/
Odisha,Sambalpur,District,Health View,Medicine Deliver,Govt.,HOME DELIVERY OF MEDICINES,LIST OF MEDICAL SHOPS FOR HOME DELIVERY OF MEDICINES ACROSS THE DISTRICT,,https://cdn.s3waas.gov.in/s3371bce7dc83817b7893bcdeed13799b5/uploads/2020/04/2020040670.pdf,,,,,https://sambalpur.nic.in/novel-corona-covid-19/
Odisha,Sambalpur,District,Health View,Speciality Hospitals,Govt.,DHH,,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Sonapur,District,Food View,Ration,Govt.,Ration is to be home-delivered by the govt.,,,https://subarnapur.nic.in/covid-19-3/,,,,,
Odisha,Sonapur,District,Food View,Hunger Helplines,Govt.,Free food distribution to old age; sick and homeless people,,,https://subarnapur.nic.in/covid-19-3/,,,,,
Odisha,Sonapur,District,Health View,Isolation centres,Govt.,Temporary medical centres have been created across Gram Panchayats and Urban local bodies,,,https://subarnapur.nic.in/covid-19-3/,,,,,
Odisha,Sonapur,District,Health View,Speciality Hospitals,Govt.,District level Covid Hopsital: Govt. ITI; Sonepur .,Sri Sarat Chandra Panda;OAS  Additional District Magistrate;Subarnapur is the nodal officer ;district level COVID hospital; his Mobile No. is given ,9437276455,https://subarnapur.nic.in/covid-19-3/,,,,,
Odisha,Sonapur,District,Health View,Tele-consultation,Govt.,Tele-medicine facility,Over call/WhatsApp,,https://subarnapur.nic.in/covid-19-3/,,,,,
Odisha,Sonapur,District,Health View,Speciality Hospitals,Govt.,Government ITI,,,https://statedashboard.odisha.gov.in/,,,,,
Odisha,Sonapur,District,Others,,Govt.,Advance distribution of Social security Pensions,,,,,,For April; May; June and July 2020 ,,
Odisha,Sundergarh,District,Health View,Others,Govt.,Medical Helpline no.,,06622-272889,,,,,,
Odisha,Sundergarh,District,Health View,Speciality Hospitals,Govt.,Hi-Tech Medical College (Rourkela); NTPC Medical College ,,,https://statedashboard.odisha.gov.in/,,,,,
